q_id,q_name,p_id,p_name,p_value,p_value_type
Q82689,Aristide Rinaldini,P21,sex or gender,male,wikibase-item
Q82689,Aristide Rinaldini,P31,instance of,human,wikibase-item
Q82689,Aristide Rinaldini,P735,given name,Aristide,wikibase-item
Q82689,Aristide Rinaldini,P106,occupation,Catholic priest,wikibase-item
Q82689,Aristide Rinaldini,P39,position held,cardinal,wikibase-item
Q82689,Aristide Rinaldini,P373,Commons category,Aristide Rinaldini,string
Q82689,Aristide Rinaldini,P119,place of burial,Campo Verano,wikibase-item
Q82689,Aristide Rinaldini,P485,archives at,Vatican Apostolic Archives,wikibase-item
Q82689,Aristide Rinaldini,P734,family name,Rinaldini,wikibase-item
Q82689,Aristide Rinaldini,P1598,consecrator,Mariano Rampolla,wikibase-item
Q82689,Aristide Rinaldini,P1344,participant in,1914 papal conclave,wikibase-item
Q82689,Aristide Rinaldini,P166,award received,Collar of the Order of Charles III,wikibase-item
Q82689,Aristide Rinaldini,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q82730,Eugène Janvier de La Motte,P166,award received,Officer of the Legion of Honour,wikibase-item
Q82730,Eugène Janvier de La Motte,P373,Commons category,Eugène Janvier de La Motte (1823-1884),string
Q82730,Eugène Janvier de La Motte,P31,instance of,human,wikibase-item
Q82730,Eugène Janvier de La Motte,P53,family,Q3065228,wikibase-item
Q82730,Eugène Janvier de La Motte,P39,position held,Q59527991,wikibase-item
Q82730,Eugène Janvier de La Motte,P21,sex or gender,male,wikibase-item
Q82730,Eugène Janvier de La Motte,P106,occupation,politician,wikibase-item
Q82730,Eugène Janvier de La Motte,P735,given name,Eugène,wikibase-item
Q82730,Eugène Janvier de La Motte,P1412,"languages spoken, written or signed",French,wikibase-item
Q82730,Eugène Janvier de La Motte,P103,native language,French,wikibase-item
Q82730,Eugène Janvier de La Motte,P937,work location,Paris,wikibase-item
Q82730,Eugène Janvier de La Motte,P485,archives at,Archives nationales,wikibase-item
Q82730,Eugène Janvier de La Motte,P1343,described by source,Brockhaus and Efron Encyclopedic Dictionary,wikibase-item
Q82730,Eugène Janvier de La Motte,P102,member of political party,Appel au peuple,wikibase-item
Q82730,Eugène Janvier de La Motte,P6886,writing language,French,wikibase-item
Q82730,Eugène Janvier de La Motte,P734,family name,Janvier,wikibase-item
Q82746,Tanya Lopert,P106,occupation,actor,wikibase-item
Q82746,Tanya Lopert,P21,sex or gender,female,wikibase-item
Q82746,Tanya Lopert,P31,instance of,human,wikibase-item
Q82746,Tanya Lopert,P735,given name,Tanya,wikibase-item
Q82746,Tanya Lopert,P1412,"languages spoken, written or signed",French,wikibase-item
Q82746,Tanya Lopert,P103,native language,French,wikibase-item
Q82771,Norbert Klein,P102,member of political party,People's Party for Freedom and Democracy,wikibase-item
Q82771,Norbert Klein,P106,occupation,politician,wikibase-item
Q82771,Norbert Klein,P39,position held,member of the House of Representatives of the Netherlands,wikibase-item
Q82771,Norbert Klein,P31,instance of,human,wikibase-item
Q82771,Norbert Klein,P21,sex or gender,male,wikibase-item
Q82771,Norbert Klein,P735,given name,Norbert,wikibase-item
Q82771,Norbert Klein,P3602,candidacy in election,2017 Dutch general election,wikibase-item
Q82771,Norbert Klein,P373,Commons category,Norbert Klein,string
Q82771,Norbert Klein,P734,family name,Klein,wikibase-item
Q82771,Norbert Klein,P8687,social media followers,1588.0,quantity
Q82771,Norbert Klein,P1412,"languages spoken, written or signed",Dutch,wikibase-item
Q82771,Norbert Klein,P103,native language,Dutch,wikibase-item
Q82771,Norbert Klein,P166,award received,Knight of the Order of Orange-Nassau,wikibase-item
Q82816,Daniel Ricciardo,P21,sex or gender,male,wikibase-item
Q82816,Daniel Ricciardo,P373,Commons category,Daniel Ricciardo,string
Q82816,Daniel Ricciardo,P106,occupation,racing automobile driver,wikibase-item
Q82816,Daniel Ricciardo,P31,instance of,human,wikibase-item
Q82816,Daniel Ricciardo,P935,Commons gallery,Daniel Ricciardo,string
Q82816,Daniel Ricciardo,P735,given name,Daniel,wikibase-item
Q82816,Daniel Ricciardo,P166,award received,Laureus World Sports Award for Breakthrough of the Year,wikibase-item
Q82816,Daniel Ricciardo,P859,sponsor,Red Bull GmbH,wikibase-item
Q82816,Daniel Ricciardo,P910,topic's main category,Category:Daniel Ricciardo,wikibase-item
Q82816,Daniel Ricciardo,P641,sport,auto racing,wikibase-item
Q82816,Daniel Ricciardo,P54,member of sports team,Renault F1 Team,wikibase-item
Q82816,Daniel Ricciardo,P734,family name,Ricciardo,wikibase-item
Q82816,Daniel Ricciardo,P2522,victory,Formula Renault 2.0 West European Cup,wikibase-item
Q82816,Daniel Ricciardo,P8687,social media followers,2025014.0,quantity
Q82816,Daniel Ricciardo,P2048,height,180.0,quantity
Q82816,Daniel Ricciardo,P1358,points for,1311.0,quantity
Q82816,Daniel Ricciardo,P1050,medical condition,COVID-19,wikibase-item
Q82816,Daniel Ricciardo,P1355,number of wins,8.0,quantity
Q82816,Daniel Ricciardo,P10640,pole positions,3.0,quantity
Q82816,Daniel Ricciardo,P10648,podium finishes,32.0,quantity
Q82816,Daniel Ricciardo,P1350,number of matches played/races/starts,232.0,quantity
Q82840,Alvar Aalto,P106,occupation,architect,wikibase-item
Q82840,Alvar Aalto,P119,place of burial,Hietaniemi cemetery,wikibase-item
Q82840,Alvar Aalto,P373,Commons category,Alvar Aalto,string
Q82840,Alvar Aalto,P31,instance of,human,wikibase-item
Q82840,Alvar Aalto,P166,award received,Royal Gold Medal,wikibase-item
Q82840,Alvar Aalto,P734,family name,Aalto,wikibase-item
Q82840,Alvar Aalto,P1472,Commons Creator page,Alvar Aalto,string
Q82840,Alvar Aalto,P735,given name,Hugo,wikibase-item
Q82840,Alvar Aalto,P103,native language,Finnish,wikibase-item
Q82840,Alvar Aalto,P800,notable work,Vyborg Library,wikibase-item
Q82840,Alvar Aalto,P1343,described by source,Oxford Art Online,wikibase-item
Q82840,Alvar Aalto,P910,topic's main category,Category:Alvar Aalto,wikibase-item
Q82840,Alvar Aalto,P935,Commons gallery,Alvar Aalto,string
Q82840,Alvar Aalto,P1412,"languages spoken, written or signed",Finnish,wikibase-item
Q82840,Alvar Aalto,P21,sex or gender,male,wikibase-item
Q82840,Alvar Aalto,P6275,copyright representative,reproduction right not represented by CISAC member,wikibase-item
Q82840,Alvar Aalto,P6379,has works in the collection,Museum Boijmans Van Beuningen,wikibase-item
Q82840,Alvar Aalto,P101,field of work,architecture,wikibase-item
Q82840,Alvar Aalto,P7763,copyright status as a creator,works protected by copyrights,wikibase-item
Q82840,Alvar Aalto,P5008,on focus list of Wikimedia project,WikiProject PCC Wikidata Pilot/Frick Art Reference Library,wikibase-item
Q82840,Alvar Aalto,P8413,academic appointment,Massachusetts Institute of Technology,wikibase-item
Q82840,Alvar Aalto,P1327,partner in business or sport,Erik Bryggman,wikibase-item
Q82840,Alvar Aalto,P1066,student of,Jonas Heiska,wikibase-item
Q82840,Alvar Aalto,P937,work location,Jyväskylä,wikibase-item
Q82840,Alvar Aalto,P9493,artist files at,Philadelphia Museum of Art Library and Archives,wikibase-item
Q82840,Alvar Aalto,P973,described at URL,https://www.oxfordreference.com/view/10.1093/oi/authority.20110803095342715,url
Q82840,Alvar Aalto,P149,architectural style,modern architecture,wikibase-item
Q82840,Alvar Aalto,P2031,work period (start),"January 01, 1920 at 12:00:00 AM CE UTC",time
Q82840,Alvar Aalto,P2032,work period (end),"January 01, 1970 at 12:00:00 AM CE UTC",time
Q82879,Mikołaj Zyblikiewicz,P119,place of burial,Rakowicki Cemetery,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P373,Commons category,Mikołaj Zyblikiewicz,string
Q82879,Mikołaj Zyblikiewicz,P31,instance of,human,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P21,sex or gender,male,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P106,occupation,pedagogue,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P735,given name,Mikołaj,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P39,position held,Member of the Diet of Galicia and Lodomeria,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P1196,manner of death,natural causes,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P1343,described by source,Biographisches Lexikon des Kaiserthums Oesterreich,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P512,academic degree,Doctor of Sciences,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P607,conflict,January Uprising,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P1412,"languages spoken, written or signed",Polish,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P734,family name,Zyblikiewicz,wikibase-item
Q82879,Mikołaj Zyblikiewicz,P101,field of work,Q113958160,wikibase-item
Q82902,Erkan Sağlık,P21,sex or gender,male,wikibase-item
Q82902,Erkan Sağlık,P106,occupation,association football player,wikibase-item
Q82902,Erkan Sağlık,P31,instance of,human,wikibase-item
Q82902,Erkan Sağlık,P735,given name,Erkan,wikibase-item
Q82902,Erkan Sağlık,P54,member of sports team,IFK Göteborg,wikibase-item
Q82902,Erkan Sağlık,P413,position played on team / speciality,defender,wikibase-item
Q82902,Erkan Sağlık,P641,sport,association football,wikibase-item
Q82902,Erkan Sağlık,P1618,sport number,30,string
Q82902,Erkan Sağlık,P2048,height,187.0,quantity
Q82902,Erkan Sağlık,P2067,mass,85.0,quantity
Q82902,Erkan Sağlık,P1412,"languages spoken, written or signed",Turkish,wikibase-item
Q82902,Erkan Sağlık,P103,native language,Turkish,wikibase-item
Q82902,Erkan Sağlık,P734,family name,Sağlık,wikibase-item
Q82902,Erkan Sağlık,P1343,described by source,ifkdb,wikibase-item
Q82907,Alex Thomas,P21,sex or gender,male,wikibase-item
Q82907,Alex Thomas,P31,instance of,human,wikibase-item
Q82907,Alex Thomas,P735,given name,Alex,wikibase-item
Q82907,Alex Thomas,P106,occupation,drummer,wikibase-item
Q82907,Alex Thomas,P734,family name,Thomas,wikibase-item
Q82907,Alex Thomas,P373,Commons category,Alex Thomas (musician),string
Q82907,Alex Thomas,P136,genre,alternative rock,wikibase-item
Q82907,Alex Thomas,P1303,instrument,drum kit,wikibase-item
Q82907,Alex Thomas,P1412,"languages spoken, written or signed",English,wikibase-item
Q82914,Veselin Masleša,P31,instance of,human,wikibase-item
Q82914,Veselin Masleša,P21,sex or gender,male,wikibase-item
Q82914,Veselin Masleša,P166,award received,People's Hero of Yugoslavia,wikibase-item
Q82914,Veselin Masleša,P735,given name,Veselin,wikibase-item
Q82914,Veselin Masleša,P106,occupation,writer,wikibase-item
Q82914,Veselin Masleša,P373,Commons category,Veselin Masleša,string
Q82914,Veselin Masleša,P1412,"languages spoken, written or signed",Serbian,wikibase-item
Q82919,Alessandro Rossi,P21,sex or gender,male,wikibase-item
Q82919,Alessandro Rossi,P39,position held,Captain Regent of San Marino,wikibase-item
Q82919,Alessandro Rossi,P106,occupation,politician,wikibase-item
Q82919,Alessandro Rossi,P102,member of political party,United Left,wikibase-item
Q82919,Alessandro Rossi,P31,instance of,human,wikibase-item
Q82919,Alessandro Rossi,P735,given name,Alessandro,wikibase-item
Q82919,Alessandro Rossi,P1412,"languages spoken, written or signed",Italian,wikibase-item
Q82919,Alessandro Rossi,P734,family name,Rossi,wikibase-item
Q82944,Vasily Davydov,P31,instance of,human,wikibase-item
Q82944,Vasily Davydov,P512,academic degree,Doktor Nauk in Psychology,wikibase-item
Q82944,Vasily Davydov,P106,occupation,psychologist,wikibase-item
Q82944,Vasily Davydov,P735,given name,Vasily,wikibase-item
Q82944,Vasily Davydov,P119,place of burial,Kalitnikovskoye Cemetery,wikibase-item
Q82944,Vasily Davydov,P184,doctoral advisor,Piotr Galperin,wikibase-item
Q82944,Vasily Davydov,P103,native language,Russian,wikibase-item
Q82944,Vasily Davydov,P101,field of work,psychology,wikibase-item
Q82944,Vasily Davydov,P1412,"languages spoken, written or signed",Russian,wikibase-item
Q82944,Vasily Davydov,P802,student,Q4399171,wikibase-item
Q82944,Vasily Davydov,P102,member of political party,Communist Party of the Soviet Union,wikibase-item
Q82944,Vasily Davydov,P734,family name,Davydov,wikibase-item
Q82944,Vasily Davydov,P166,award received,Merited Scientist of the Russian Federation,wikibase-item
Q82944,Vasily Davydov,P185,doctoral student,Viktor Guruzhapov,wikibase-item
Q82944,Vasily Davydov,P21,sex or gender,male,wikibase-item
Q82944,Vasily Davydov,P803,professorship,Q4156890,wikibase-item
Q83007,Christine Mailliet,P31,instance of,human,wikibase-item
Q83007,Christine Mailliet,P21,sex or gender,female,wikibase-item
Q83007,Christine Mailliet,P735,given name,Christine,wikibase-item
Q83007,Christine Mailliet,P1344,participant in,2008 Summer Olympics,wikibase-item
Q83007,Christine Mailliet,P106,occupation,swimmer,wikibase-item
Q83007,Christine Mailliet,P641,sport,swimming,wikibase-item
Q83007,Christine Mailliet,P734,family name,Mailliet,wikibase-item
Q83041,Anaxagoras,P373,Commons category,Anaxagoras,string
Q83041,Anaxagoras,P31,instance of,human,wikibase-item
Q83041,Anaxagoras,P106,occupation,mathematician,wikibase-item
Q83041,Anaxagoras,P1343,described by source,Small Brockhaus and Efron Encyclopedic Dictionary,wikibase-item
Q83041,Anaxagoras,P802,student,Metrodorus of Lampsacus,wikibase-item
Q83041,Anaxagoras,P1412,"languages spoken, written or signed",Ancient Greek,wikibase-item
Q83041,Anaxagoras,P101,field of work,astronomy,wikibase-item
Q83041,Anaxagoras,P21,sex or gender,male,wikibase-item
Q83041,Anaxagoras,P6886,writing language,Ancient Greek,wikibase-item
Q83041,Anaxagoras,P1441,present in work,The Divine Comedy,wikibase-item
Q83041,Anaxagoras,P1889,different from,Greece,wikibase-item
Q83041,Anaxagoras,P135,movement,Pluralist school,wikibase-item
Q83041,Anaxagoras,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q83041,Anaxagoras,P1299,depicted by,"Statue of Anaxagoras, Irakleio",wikibase-item
Q83041,Anaxagoras,P6104,maintained by WikiProject,WikiProject Mathematics,wikibase-item
Q83041,Anaxagoras,P2348,time period,ancient history,wikibase-item
Q83106,Jürgen Klopp,P106,occupation,association football player,wikibase-item
Q83106,Jürgen Klopp,P54,member of sports team,1. FSV Mainz 05,wikibase-item
Q83106,Jürgen Klopp,P373,Commons category,Jürgen Klopp,string
Q83106,Jürgen Klopp,P31,instance of,human,wikibase-item
Q83106,Jürgen Klopp,P166,award received,Football Manager of the Year,wikibase-item
Q83106,Jürgen Klopp,P735,given name,Jürgen,wikibase-item
Q83106,Jürgen Klopp,P641,sport,association football,wikibase-item
Q83106,Jürgen Klopp,P413,position played on team / speciality,defender,wikibase-item
Q83106,Jürgen Klopp,P2048,height,191.0,quantity
Q83106,Jürgen Klopp,P2067,mass,83.0,quantity
Q83106,Jürgen Klopp,P734,family name,Klopp,wikibase-item
Q83106,Jürgen Klopp,P1412,"languages spoken, written or signed",German,wikibase-item
Q83106,Jürgen Klopp,P118,league,2. Bundesliga,wikibase-item
Q83106,Jürgen Klopp,P21,sex or gender,male,wikibase-item
Q83106,Jürgen Klopp,P6087,coach of sports team,Liverpool F.C.,wikibase-item
Q83106,Jürgen Klopp,P103,native language,German,wikibase-item
Q83106,Jürgen Klopp,P101,field of work,association football,wikibase-item
Q83184,Jacinto Benavente,P166,award received,Nobel Prize in Literature,wikibase-item
Q83184,Jacinto Benavente,P373,Commons category,Jacinto Benavente,string
Q83184,Jacinto Benavente,P31,instance of,human,wikibase-item
Q83184,Jacinto Benavente,P910,topic's main category,Category:Jacinto Benavente,wikibase-item
Q83184,Jacinto Benavente,P106,occupation,playwright,wikibase-item
Q83184,Jacinto Benavente,P1412,"languages spoken, written or signed",Spanish,wikibase-item
Q83184,Jacinto Benavente,P735,given name,Jacinto,wikibase-item
Q83184,Jacinto Benavente,P136,genre,dramaturgy,wikibase-item
Q83184,Jacinto Benavente,P935,Commons gallery,Jacinto Benavente,string
Q83184,Jacinto Benavente,P39,position held,member of the Congress of Deputies,wikibase-item
Q83184,Jacinto Benavente,P1343,described by source,Ensayo de un catálogo de periodistas españoles del siglo XIX (1903-1904),wikibase-item
Q83184,Jacinto Benavente,P937,work location,Madrid,wikibase-item
Q83184,Jacinto Benavente,P1411,nominated for,Nobel Prize in Literature,wikibase-item
Q83184,Jacinto Benavente,P172,ethnic group,Spaniards,wikibase-item
Q83184,Jacinto Benavente,P3919,contributed to creative work,La Esfera,wikibase-item
Q83184,Jacinto Benavente,P734,family name,Benavente,wikibase-item
Q83184,Jacinto Benavente,P21,sex or gender,male,wikibase-item
Q83184,Jacinto Benavente,P1472,Commons Creator page,Jacinto Benavente,string
Q83184,Jacinto Benavente,P6379,has works in the collection,Lluís Domènech i Montaner House-Museum,wikibase-item
Q83184,Jacinto Benavente,P7763,copyright status as a creator,works protected by copyrights,wikibase-item
Q83184,Jacinto Benavente,P1950,second family name in Spanish name,Martínez,wikibase-item
Q83198,Pius I,P21,sex or gender,male,wikibase-item
Q83198,Pius I,P39,position held,pope,wikibase-item
Q83198,Pius I,P373,Commons category,Pius I,string
Q83198,Pius I,P31,instance of,human,wikibase-item
Q83198,Pius I,P411,canonization status,saint,wikibase-item
Q83198,Pius I,P735,given name,Pius,wikibase-item
Q83198,Pius I,P106,occupation,Catholic priest,wikibase-item
Q83198,Pius I,P910,topic's main category,Category:Pius I,wikibase-item
Q83198,Pius I,P1343,described by source,Ottův slovník naučný,wikibase-item
Q83198,Pius I,P2348,time period,High Roman Empire,wikibase-item
Q83198,Pius I,P841,feast day,July 11,wikibase-item
Q83198,Pius I,P937,work location,Rome,wikibase-item
Q83198,Pius I,P119,place of burial,St. Peter's Basilica,wikibase-item
Q83312,"Choekyi Gyaltsen, 10th Panchen Lama",P21,sex or gender,male,wikibase-item
Q83312,"Choekyi Gyaltsen, 10th Panchen Lama",P373,Commons category,"Choekyi Gyaltsen, 10th Panchen Lama",string
Q83312,"Choekyi Gyaltsen, 10th Panchen Lama",P31,instance of,human,wikibase-item
Q83312,"Choekyi Gyaltsen, 10th Panchen Lama",P106,occupation,Bhikkhu,wikibase-item
Q83312,"Choekyi Gyaltsen, 10th Panchen Lama",P119,place of burial,Tashilhunpo Monastery,wikibase-item
Q83312,"Choekyi Gyaltsen, 10th Panchen Lama",P39,position held,member of the National Committee of the Chinese People's Political Consultative Conference,wikibase-item
Q83312,"Choekyi Gyaltsen, 10th Panchen Lama",P1412,"languages spoken, written or signed",Tibetan,wikibase-item
Q83312,"Choekyi Gyaltsen, 10th Panchen Lama",P1196,manner of death,natural causes,wikibase-item
Q83312,"Choekyi Gyaltsen, 10th Panchen Lama",P1066,student of,Lobzang Jangchub Tendzin Gyatso,wikibase-item
Q83326,Béla Bartók,P373,Commons category,Béla Bartók,string
Q83326,Béla Bartók,P119,place of burial,Ferncliff Cemetery,wikibase-item
Q83326,Béla Bartók,P31,instance of,human,wikibase-item
Q83326,Béla Bartók,P166,award received,Kossuth Prize,wikibase-item
Q83326,Béla Bartók,P106,occupation,composer,wikibase-item
Q83326,Béla Bartók,P735,given name,Béla,wikibase-item
Q83326,Béla Bartók,P800,notable work,Bluebeard's Castle,wikibase-item
Q83326,Béla Bartók,P1303,instrument,piano,wikibase-item
Q83326,Béla Bartók,P136,genre,opera,wikibase-item
Q83326,Béla Bartók,P1343,described by source,Great Soviet Encyclopedia (1969–1978),wikibase-item
Q83326,Béla Bartók,P1196,manner of death,natural causes,wikibase-item
Q83326,Béla Bartók,P935,Commons gallery,Béla Bartók,string
Q83326,Béla Bartók,P910,topic's main category,Category:Béla Bartók,wikibase-item
Q83326,Béla Bartók,P1066,student of,László Erkel,wikibase-item
Q83326,Béla Bartók,P1412,"languages spoken, written or signed",Hungarian,wikibase-item
Q83326,Béla Bartók,P21,sex or gender,male,wikibase-item
Q83326,Béla Bartók,P802,student,Joseph Kosma,wikibase-item
Q83326,Béla Bartók,P1455,list of works,Szőllősy index,wikibase-item
Q83326,Béla Bartók,P734,family name,Bartok,wikibase-item
Q83326,Béla Bartók,P1327,partner in business or sport,Zoltán Kodály,wikibase-item
Q83326,Béla Bartók,P1472,Commons Creator page,Béla Bartók,string
Q83326,Béla Bartók,P485,archives at,Library of Congress Music Division,wikibase-item
Q83326,Béla Bartók,P7084,related category,Category:Compositions by Béla Bartók,wikibase-item
Q83326,Béla Bartók,P10527,documentation files at,"SAPA Foundation, Swiss Archive of the Performing Arts",wikibase-item
Q83326,Béla Bartók,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q83326,Béla Bartók,P101,field of work,music,wikibase-item
Q83410,Cary Grant,P373,Commons category,Cary Grant,string
Q83410,Cary Grant,P106,occupation,film actor,wikibase-item
Q83410,Cary Grant,P735,given name,Cary,wikibase-item
Q83410,Cary Grant,P1411,nominated for,Academy Award for Best Actor,wikibase-item
Q83410,Cary Grant,P1196,manner of death,natural causes,wikibase-item
Q83410,Cary Grant,P734,family name,Grant,wikibase-item
Q83410,Cary Grant,P166,award received,Academy Honorary Award,wikibase-item
Q83410,Cary Grant,P935,Commons gallery,Cary Grant,string
Q83410,Cary Grant,P910,topic's main category,Category:Cary Grant,wikibase-item
Q83410,Cary Grant,P1412,"languages spoken, written or signed",English,wikibase-item
Q83410,Cary Grant,P21,sex or gender,male,wikibase-item
Q83410,Cary Grant,P102,member of political party,California Republican Party,wikibase-item
Q83410,Cary Grant,P31,instance of,human,wikibase-item
Q83410,Cary Grant,P1343,described by source,Obalky knih.cz,wikibase-item
Q83410,Cary Grant,P103,native language,English,wikibase-item
Q83410,Cary Grant,P6886,writing language,English,wikibase-item
Q83410,Cary Grant,P800,notable work,The Philadelphia Story,wikibase-item
Q83410,Cary Grant,P10527,documentation files at,"SAPA Foundation, Swiss Archive of the Performing Arts",wikibase-item
Q83410,Cary Grant,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q83410,Cary Grant,P937,work location,United States of America,wikibase-item
Q83410,Cary Grant,P2048,height,184.0,quantity
Q83456,John Terry,P21,sex or gender,male,wikibase-item
Q83456,John Terry,P106,occupation,association football player,wikibase-item
Q83456,John Terry,P54,member of sports team,Chelsea F.C.,wikibase-item
Q83456,John Terry,P373,Commons category,John Terry,string
Q83456,John Terry,P31,instance of,human,wikibase-item
Q83456,John Terry,P735,given name,John,wikibase-item
Q83456,John Terry,P641,sport,association football,wikibase-item
Q83456,John Terry,P1344,participant in,UEFA Euro 2004,wikibase-item
Q83456,John Terry,P1412,"languages spoken, written or signed",English,wikibase-item
Q83456,John Terry,P413,position played on team / speciality,centre back,wikibase-item
Q83456,John Terry,P2048,height,187.0,quantity
Q83456,John Terry,P2067,mass,90.0,quantity
Q83456,John Terry,P734,family name,Terry,wikibase-item
Q83456,John Terry,P1532,country for sport,England,wikibase-item
Q83456,John Terry,P118,league,Premier League,wikibase-item
Q83456,John Terry,P1350,number of matches played/races/starts,1.0,quantity
Q83456,John Terry,P6509,total goals in career,0.0,quantity
Q83456,John Terry,P1889,different from,John Terry,wikibase-item
Q83456,John Terry,P103,native language,English,wikibase-item
Q83494,Lee Cattermole,P21,sex or gender,male,wikibase-item
Q83494,Lee Cattermole,P54,member of sports team,Middlesbrough F.C.,wikibase-item
Q83494,Lee Cattermole,P106,occupation,association football player,wikibase-item
Q83494,Lee Cattermole,P373,Commons category,Lee Cattermole,string
Q83494,Lee Cattermole,P31,instance of,human,wikibase-item
Q83494,Lee Cattermole,P641,sport,association football,wikibase-item
Q83494,Lee Cattermole,P413,position played on team / speciality,midfielder,wikibase-item
Q83494,Lee Cattermole,P735,given name,Lee,wikibase-item
Q83494,Lee Cattermole,P1618,sport number,6,string
Q83494,Lee Cattermole,P2048,height,178.0,quantity
Q83494,Lee Cattermole,P2067,mass,76.0,quantity
Q83494,Lee Cattermole,P734,family name,Cattermole,wikibase-item
Q83494,Lee Cattermole,P118,league,Premier League,wikibase-item
Q83494,Lee Cattermole,P1412,"languages spoken, written or signed",English,wikibase-item
Q83494,Lee Cattermole,P1532,country for sport,England,wikibase-item
Q83498,Danny Rose,P21,sex or gender,male,wikibase-item
Q83498,Danny Rose,P373,Commons category,Danny Rose,string
Q83498,Danny Rose,P106,occupation,association football player,wikibase-item
Q83498,Danny Rose,P31,instance of,human,wikibase-item
Q83498,Danny Rose,P54,member of sports team,Leeds United F.C.,wikibase-item
Q83498,Danny Rose,P735,given name,Daniel,wikibase-item
Q83498,Danny Rose,P641,sport,association football,wikibase-item
Q83498,Danny Rose,P1344,participant in,2012 Summer Olympics,wikibase-item
Q83498,Danny Rose,P734,family name,Rose,wikibase-item
Q83498,Danny Rose,P413,position played on team / speciality,full back,wikibase-item
Q83498,Danny Rose,P2048,height,173.0,quantity
Q83498,Danny Rose,P2067,mass,68.0,quantity
Q83498,Danny Rose,P1532,country for sport,England,wikibase-item
Q83498,Danny Rose,P118,league,English Football League,wikibase-item
Q83498,Danny Rose,P1412,"languages spoken, written or signed",English,wikibase-item
Q83637,Petra Chocová,P21,sex or gender,female,wikibase-item
Q83637,Petra Chocová,P31,instance of,human,wikibase-item
Q83637,Petra Chocová,P735,given name,Petra,wikibase-item
Q83637,Petra Chocová,P106,occupation,swimmer,wikibase-item
Q83637,Petra Chocová,P1344,participant in,2012 Summer Olympics,wikibase-item
Q83637,Petra Chocová,P641,sport,swimming,wikibase-item
Q83637,Petra Chocová,P734,family name,Choc,wikibase-item
Q83637,Petra Chocová,P1412,"languages spoken, written or signed",Czech,wikibase-item
Q83644,Ljubica Stankovska,P31,instance of,human,wikibase-item
Q83644,Ljubica Stankovska,P21,sex or gender,female,wikibase-item
Q83644,Ljubica Stankovska,P106,occupation,linguist,wikibase-item
Q83644,Ljubica Stankovska,P735,given name,Ljubica,wikibase-item
Q83660,"Waleran III, Duke of Limburg",P21,sex or gender,male,wikibase-item
Q83660,"Waleran III, Duke of Limburg",P373,Commons category,"Waleran III, Duke of Limburg",string
Q83660,"Waleran III, Duke of Limburg",P31,instance of,human,wikibase-item
Q83660,"Waleran III, Duke of Limburg",P735,given name,Walram,wikibase-item
Q83660,"Waleran III, Duke of Limburg",P106,occupation,aristocrat,wikibase-item
Q83660,"Waleran III, Duke of Limburg",P119,place of burial,Rolduc,wikibase-item
Q83660,"Waleran III, Duke of Limburg",P53,family,House of Limburg,wikibase-item
Q83660,"Waleran III, Duke of Limburg",P1343,described by source,Allgemeine Deutsche Biographie,wikibase-item
Q83677,Michael Weston,P106,occupation,actor,wikibase-item
Q83677,Michael Weston,P31,instance of,human,wikibase-item
Q83677,Michael Weston,P735,given name,Michael,wikibase-item
Q83677,Michael Weston,P373,Commons category,Michael Weston,string
Q83677,Michael Weston,P734,family name,Weston,wikibase-item
Q83677,Michael Weston,P21,sex or gender,male,wikibase-item
Q83677,Michael Weston,P1412,"languages spoken, written or signed",English,wikibase-item
Q83677,Michael Weston,P5008,on focus list of Wikimedia project,WikiProject PCC Wikidata Pilot/Northwestern University Libraries,wikibase-item
Q83677,Michael Weston,P103,native language,English,wikibase-item
Q83677,Michael Weston,P6886,writing language,English,wikibase-item
Q83680,Sher Shah Suri,P373,Commons category,Sher Shah Suri,string
Q83680,Sher Shah Suri,P31,instance of,human,wikibase-item
Q83680,Sher Shah Suri,P53,family,Sur,wikibase-item
Q83680,Sher Shah Suri,P119,place of burial,Tomb of Sher Shah Suri,wikibase-item
Q83680,Sher Shah Suri,P106,occupation,monarch,wikibase-item
Q83680,Sher Shah Suri,P1196,manner of death,accidental death,wikibase-item
Q83680,Sher Shah Suri,P21,sex or gender,male,wikibase-item
Q83680,Sher Shah Suri,P1830,owner of,Gun of Sher Shah,wikibase-item
Q83680,Sher Shah Suri,P39,position held,king,wikibase-item
Q83680,Sher Shah Suri,P1365,replaces,Humayun,wikibase-item
